Article Title,Author Keywords,Publication Date,Publication Year,
Optimizing autologous bone contribution to implant osseointegration,autograft; bone; grafting; osteogenesis; osteotomy; regeneration; wnt proteins,DEC,2020,
Alcohol use and the development of periodontal pockets: An 11-year follow-up study,alcohol drinking; alcoholic beverages; epidemiologic studies; surveys; longitudinal studies; periodontium,DEC,2020,
Do patients with aggressive and chronic periodontitis exhibit specific differences in the subgingival microbial composition? A systematic review,aggressive periodontitis; chronic periodontitis; microbiota; periodontal diseases; systematic review,NOV,2020,
Melatonin ameliorates periodontitis related inflammatory stress at cardiac left ventricular tissues in rats,cardiovascular disease(s); experimental periodontitis; matrix metalloproteinase(s); melatonin; oxidative stress; periodontal-systemic disease interactions,NOV,2020,
Severe and moderate periodontitis are associated with acute myocardial infarction,cardiovascular diseases; epidemiology; periodontal medicine; periodontitis,NOV,2020,
Inhibition of GDF11 could promote bone healing in the tooth extraction socket and facilitate mesenchymal stem cell osteogenic differentiation in T2DM pigs,bone regeneration; growth factors; mesenchymal stem cells; tooth socket; type 2 diabetes mellitus,DEC,2020,
"Effect of non-surgical periodontal treatment on gingival crevicular fluid hypoxia inducible factor-1 alpha, vascular endothelial growth factor and tumor necrosis factor-alpha levels in generalized aggressive periodontitis patients",aggressive periodontitis; cytokines; gingival crevicular fluid; hypoxia; root planing,NOV,2020,
"Full-mouth disinfection effects on gingival fluid calprotectin, osteocalcin, and N-telopeptide of Type I collagen in severe periodontitis",bacteria; chlorhexidine; cytokine(s); gingival crevicular fluid; periodontitis; therapeutics,MAY,2020,
Occlusal trauma inhibits osteoblast differentiation and bone formation through IKK-NF-kappa B signaling,bone formation; dental occlusion traumatic; IKK-NF-kappa B signaling pathway; LPS; occlusal force; Wnt beta-catenin signaling pathway,MAY,2020,
Guest Editorial: Clarifications on the use of the new classification of periodontitis,,NOV,2020,
"Trabecular bone score, a new bone quality index, is associated with severe periodontitis",bone; epidemiologic studies; oral hygiene; osteoporosis; periodontitis; trabecular bone,OCT,2020,
Role of Aggregatibacter actinomycetemcomitans-induced autophagy in inflammatory response,aggressive periodontitis; inflammation and innate immunity; pathogenesis of periodontal disease; reactive oxygen species,DEC,2020,
Tuning cytokines enriches dendritic cells and regulatory T cells in the periodontium,adult periodontitis; biomaterials; dendritic cell; immunotherapy; regulatory T cells,NOV,2020,
Traumatic compressive stress inhibits osteoblast differentiation through long chain non-coding RNA Dancr,dental occlusion traumatic; long noncoding RNA; mechanical stress; NF-kappa B signaling pathway; osteogenesis,NOV,2020,
Effects of enamel matrix derivative on clinical and inflammatory outcomes in periodontal maintenance patients: Randomized controlled clinical trial,chronic periodontitis; enamel matrix proteins; interleukin-1beta,NOV,2020,
Salivary biomarkers in the context of gingival inflammation in children with cystic fibrosis,biomarkers; calprotectin; cystic fibrosis; gingivitis; saliva; TREM-1 protein,OCT,2020,
Strontium ranelate improves alveolar bone healing in estrogen-deficient rats,osteoporosis; pharmacology; wound healing,NOV,2020,
Association between the dimensions of the maxillary sinus membrane and molar periodontal status: A retrospective CBCT study,cone-beam computed tomography; molars; mucosal thickening; periodontitis,NOV,2020,
Improved bone regeneration using bone anabolic drug conjugates (C3 and C6) with deproteinized bovine bone mineral as a carrier in rat mandibular defects,bone regeneration; bone substitutes; bone transplantation; drug targeting; synthetic drug,NOV,2020,
Periodontal soft- and hard-tissue changes after augmented corticotomy in Chinese adult patients with skeletal Angle Class III malocclusion: A non-randomized controlled trial,alveolar bone thickness; augmented corticotomy; periodontal biotype; skeletal Angle Class III malocclusion; width of the keratinized gingiva,NOV,2020,
"AT1 receptor antagonism promotes bone loss attenuation in experimental periodontitis, blocks inflammatory mediators, and upregulates antioxidant enzymes and bone formation markers",anti-inflammatory agents; antioxidant(s); bone biology; connective tissue biology; cytokine(s); experimental periodontitis; gene expression,APR,2020,
A retrospective cohort study on peri-implant complications in implants up to 10 years of functional loading in periodontally compromised patients,dental implants; incidence; peri-implant mucositis; peri-implantitis; prevalence; survival rate,AUG,2020,
Synergism between recombinant human bone morphogenetic protein 2/absorbable collagen sponge and bone substitutes favor vertical bone augmentation and the resorption rate of the biomaterials: Histomorphometric and 3D microcomputed tomography analysis,biocompatible materials; bone morphogenetic protein 2; bone regeneration; bone substitutes; calcium phosphates; x-ray microtomography,OCT,2020,
Effect ofWeissella cibariaon the reduction of periodontal tissue destruction in mice,alveolar bone loss; cytokines; periodontal attachment loss; probiotics; X-Ray microtomography,OCT,2020,
"Inflammatory biomarkers and growth factors in saliva and gingival crevicular fluid of e-cigarette users, cigarette smokers, and dual smokers: A pilot study",biomarkers; growth factors; inflammation oxidative stress; vaping,OCT,2020,
Zirconia implants with improved attachment to the gingival tissue,biomaterial(s); dental materials; implantology; periodontitis; prosthodontics,SEP,2020,
Peri-implant mucositis sites with suppuration have higher microbial risk than sites without suppuration,16S; dental implants; microbiology; mucositis; ribosomal; RNA; suppuration,OCT,2020,
Accelerated degradation of collagen membranes in type 1 diabetic rats is associated with increased expression and production of several inflammatory molecules,collagen; cytokines; inflammation; membrane; type 1 diabetes,OCT,2020,
Clinicoradiographic markers of peri-implantitis in cigarette-smokers and never-smokers with type 2 diabetes mellitus at 7-years follow-up,alveolar bone loss; dental implants; diabetes mellitus; hyperglycemia; periodontal index; Type 2,SEP,2020,
Association between periodontitis and systemic medications intake: A case-control study,cardiovascular diseases; diabetes mellitus; drug therapy; periodontitis,OCT,2020,
Effect of interleukin-22 on osteogenic differentiation and the osteoclastogenic response of human periodontal ligament fibroblasts in vitro,cell biology; cytokines; fibroblasts; periodontitis; RANK ligand,AUG,2020,
Factors associated with the presence of peri-implant buccal soft tissue dehiscences: A case-control study,buccal mucosa; case-control studies; dental implants; esthetics,AUG,2020,
A randomized controlled trial on the impact of healing time on wound healing following ridge preservation using a 70%/30% combination of mineralized and demineralized freeze-dried bone allograft,alveolar bone grafting; alveolar bone loss; bone resorption; bone transplantation; dental implants; tooth extraction,OCT,2020,
Evaluation of recurrence of periodontal disease after treatment in obese and normal weight patients: Two-year follow-up,body weight; gingival crevicular fluid; inflammation; obesity; periodontal diseases,SEP,2020,
Periodontal disease and detection of human herpesviruses in saliva and gingival crevicular fluid of chronic kidney disease patients,chronic renal insufficiency; gingival crevicular fluid; herpesviridae; periodontal diseases; saliva,SEP,2020,
Treatment effect of guided tissue regeneration on the horizontal and vertical components of furcation defects: A retrospective study,furcation defect; guided tissue regeneration; periodontitis; smoking; survival analysis,SEP,2020,
Texture analysis of cone-beam computed tomography images assists the detection of furcal lesion,aggressive periodontitis; diagnostic imaging; periodontal diseases; texture analysis,SEP,2020,
Consumption of Lactobacillus reuteri-containing lozenges improves periodontal health in navy sailors at sea: A randomized controlled trial,gingivitis; oral hygiene; probiotics,OCT,2020,
The peri-implant phenotype,,MAR,2020,
Preliminary investigation on the molecular mechanisms underlying the correlation between VDR-FokI genotype and periodontitis,calcitriol; DNA modification methylase FokI; osteoprotegerin; periodontitis; polymorphism; RANK ligand; receptors; single nucleotide,MAR,2020,
"Clinical application of the new classification of periodontal diseases: Ground rules, clarifications and gray zones",classification; diagnosis; diagnostic system; periodontal diseases; periodontitis,MAR,2020,
Validity of a self-reported questionnaire for periodontitis in Spanish population,dental health surveys; periodontal diseases; periodontitis; self report; surveys and questionnaires,AUG,2020,
Effectiveness of scaling and root planing with and without adjunct probiotic therapy in the treatment of chronic periodontitis among shamma users and non-users: A randomized controlled trial,alveolar bone loss; gingival bleeding; periodontal disease; questionnaire; smokeless tobacco,SEP,2020,
Rheumatoid arthritis and periodontitis in adults: Using the Korean National Health Insurance Service-National Sample Cohort,cohort study; periodontal disease; periodontitis; rheumatoid arthritis,SEP,2020,
Growth differentiation factor 11 impairs titanium implant healing in the femur and leads to mandibular bone loss,aging; alveolar bone loss; dental implants; osseointegration; transforming growth factors,SEP,2020,
TLR3 activation modulates immunomodulatory properties of human periodontal ligament cells,HLA-G; IDO; immunomodulation; periodontal ligament; toll-like receptor 3,SEP,2020,
Ursodeoxycholic acid attenuates the expression of proinflammatory cytokines in periodontal cells,in vitro; inflammation; liver cirrhosis; mouth; periodontitis; ursodeoxycholic acid,AUG,2020,
Comparison between two different techniques for peri-implant soft tissue augmentation: Porcine dermal matrix graft versus tenting screw,acellular dermal matrix; dental implant-abutments; dental implants; soft tissue augmentation,AUG,2020,
Dietary flavonoid intake and risk of periodontitis,diet; epidemiology; inflammation; periodontitis,AUG,2020,
"Cocaine, polysubstance abuse, and oral health outcomes, NHANES 2009 to 2014",cocaine; dental caries; oral health; periodontitis; public health; substance-related disorders,AUG,2020,
Ovariectomy and timing of impaired maxillary alveolar bone regeneration: An experimental study in rats,bone density; osteoporosis; ovariectomy; X-ray microtomography,OCT,2020,
Effect of staged crestal maxillary sinus augmentation: A case series,crestal sinus augmentation; crestal sinus lift; internal sinus lift; Schneiderian membrane,FEB,2020,
Treatment of dehiscence-type defects with collagen matrix and/or enamel matrix derivative: Histomorphometric study in minipigs,animal model; biomaterial; gingival recession; periodontal regeneration,JUL,2020,
Evaluation of salivary and serum ADMA levels in patients with periodontal and cardiovascular disease as subclinical marker of cardiovascular risk,ADMA; cardiovascular disease; clinical trial; coronary heart disease; C-reactive protein; endothelium; periodontitis,AUG,2020,
Expression of colony-stimulating factor 1 and interleukin-34 in gingival tissue and gingival fibroblasts from periodontitis patients and controls,colony-stimulating factor 1; fibroblasts; gingiva; interleukin-34; periodontitis,JUN,2020,
Is the personalized approach the key to improve clinical diagnosis of peri-implant conditions? The role of bone markers,peri-implantitis; peri-implant mucositis; diagnosis; biomarkers; precision medicine; personalized medicine,JUL,2020,
Evaluation of trabecular bone changes in patients with periodontitis using fractal analysis: A periapical radiography study,digital radiography; fractal analysis; fractal dimension; periapical radiography; periodontitis,JUL,2020,
Bisphosphonate-induced reactive oxygen species inhibit proliferation and migration of oral fibroblast: A pathogenesis of bisphosphonate-related osteonecrosis of the jaw,antioxidants; bisphosphonates; etiology; fibroblasts; periodontal diseases; reactive oxygen species,JUL,2020,
Effect of gingival phenotype on the maintenance of periodontal health: An American Academy of Periodontology Best Evidence Review,gingiva; gingival recession; phenotype; periodontium; systematic review,MAR,2020,
"Immunohistochemical, histomorphometric, and gingival crevicular fluid analysis of residual and shallow periodontal pockets in patients with periodontitis stages III and IV",chronic periodontitis; gingival crevicular fluid; histology; immunohistochemistry; inflammatory infiltrate,JUL,2020,
Sulfonated chitosan oligosaccharide alleviates the inhibitory effect of basic fibroblast growth factor on osteogenic differentiation of human periodontal ligament stem cells,basic fibroblast growth factor; chitosan oligosaccharide; osteogenic differentiation; periodontal ligament stem cell,JUL,2020,
American Academy of Periodontology best evidence consensus statement on modifying periodontal phenotype in preparation for orthodontic and restorative treatment,,MAR,2020,
A simplified composite outcome measure to assess the effect of periodontal regenerative treatment in intraosseous defects,periodontal attachment loss; periodontal diseases; periodontitis; reconstructive surgical procedures; treatment outcome,JUN,2020,
Volumetric facial contour changes of immediately placed implants with and without immediate provisionalization,cone-beam computed tomography; dental; dental implant; esthetic; immediate dental implant loading,JUL,2020,
Relationship between self-reported bruxism and periodontal status: Findings from a cross-sectional study,bruxism; epidemiology; occlusion; oral medicine; periodontal medicine; periodontitis,AUG,2020,
Whole transcriptome analysis of smoker palatal mucosa identifies multiple downregulated innate immunity genes,mouth mucosa; mRNAs; sequence analysis; smoking; transcriptome,JUN,2020,
Influence of the treatment of periodontal disease in serum concentration of sirtuin 1 and mannose-binding lectin,biomarkers; coronary artery disease; immunity innate; inflammation; periodontal ligament; periodontitis,JUL,2020,
Ultrasonography for chairside evaluation of periodontal structures: A pilot study,alveolar ridge; bone; cone-beam computed tomography; dental implants; periodontium; ultrasonography,JUL,2020,
The use of interdental brushes or oral irrigators as adjuvants to conventional oral hygiene associated with recurrence of periodontitis in periodontal maintenance therapy: A 6-year prospective study,compliance; maintenance; oral hygiene; periodontitis,JAN,2020,
Evaluation of healing at molar extraction sites with and without ridge preservation: A three-arm histologic analysis,alveolar bone grafting; bone resorption; membranes; molar; tooth extraction,JAN,2020,
Effect of postoperative steroids on clinical outcomes and radiographic findings of horizontal alveolar ridge augmentation: A retrospective study,Bone Density; Bone Gain; Horizontal Ridge Augmentation; Radiographic Evaluation; Short-term Corticosteroid; Wound Healing,JUL,2020,
Experimental gingivitis in patients with and without altered passive eruption,gingival crevicular fluid; gingivitis; oral hygiene; periodontium; tooth eruption,JUL,2020,
Adjunctive use of enamel matrix derivatives to porcine-derived xenograft for the treatment of one-wall intrabony defects: 2-year longitudinal results of a randomized controlled clinical trial,heterografts; periodontal diseases; randomized controlled trial; wound healing,JUL,2020,
Minocycline hydrochloride-loaded graphene oxide films on implant abutments for peri-implantitis treatment in beagle dogs,graphene oxide; minocycline; peri-implantitis; titanium,JUN,2020,
Are Lactobacillus salivarius G60 and inulin more efficacious to treat patients with oral halitosis and tongue coating than the probiotic alone and placebo? A randomized clinical trial,halitosis; inulin; Lactobacillus salivarius; quality of life; tongue,JUN,2020,
Validity of self-reported measures for periodontitis surveillance in a rural sample,diagnosis; periodontal diseases; self-perception; self-reported; sensitivity and specificity,MAY,2020,
Aminobisphosphonate-treated ewes as a model of osteonecrosis of the jaw and of dental implant failure,bisphosphonate-associated osteonecrosis of the jaw; dental implants; metabolic bone diseases; osteoporosis; zoledronic acid,MAY,2020,
Calcitriol decreases live Porphyromonas gingivalis internalized into epithelial cells and monocytes by promoting autophagy,autophagy; calcitriol; non-phagocytic cells; phagocytes; Porphyromonas gingivalis; vitamin D,JUL,2020,
Association between sleep and severe periodontitis in a nationally representative adult US population,diabetes mellitus; nutrition survey; oral health; periodontal disease; public health; smoking,JUN,2020,
Two different antibiotic protocols as adjuncts to one-stage full-mouth ultrasonic debridement to treat generalized aggressive periodontitis: A pilot randomized controlled clinical trial,aggressive periodontitis; amoxicillin; anti-infective agents; clarithromycin; metronidazole; periodontal debridement,DEC,2019,
Immediate hyperbaric oxygen after tooth extraction ameliorates bisphosphonate-related osteonecrotic lesion in rats,rats; zoledronic acid; dexamethasone; hyperbaric oxygenation; bisphosphonate-associated osteonecrosis of the jaw,DEC,2019,
Synergistic alveolar bone resorption by diabetic advanced glycation end products and mechanical forces,AGEs; alveolar bone; CSF-1; diabetes; mechanical force; VEGF,DEC,2019,
The effect of luteolin in prevention of periodontal disease in Wistar rats,luteolin; osteoblasts; osteoclasts; periodontitis,DEC,2019,
"Annual Meeting of the American Academy of Periodontology Boston, MA, USA Sep 9-12, 2017 Abstracts",,DEC,2019,
Is periodontal phenotypic modification therapy beneficial for patients receiving orthodontic treatment? An American Academy of Periodontology Best Evidence Review,evidence-based dentistry; orthodontics; periodontium; phenotype; systematic review,MAR,2020,
Association between periodontitis and metabolic syndrome: A case-control study,case-control studies; metabolic syndrome; periodontal diseases; periodontitis; risk,JUN,2020,
"Assessing the effects of cyclosporine A on the osteoblastogenesis, osteoclastogenesis, and angiogenesis mediated by the human periodontal ligament stem cells",conditioned; culture media; cyclosporine; periodontal ligament; stem cells; transcription factor AP-1; vascular endothelial growth factor A,JUN,2020,
Quantification of growth factors in advanced platelet-rich fibrin and concentrated growth factors and their clinical efficiency as adjunctive to the GTR procedure in periodontal intrabony defects,bone substitutes; growth factors; guided tissue regeneration; periodontitis; platelet-rich fibrin,APR,2020,
"6-Shogaol, an active ingredient of ginger, inhibits osteoclastogenesis and alveolar bone resorption in ligature-induced periodontitis in mice",bone resorption; calcium; osteoclasts; periodontitis,JUN,2020,
Risk indicators for marginal bone resorption around implants in function for at least 4 years: A retrospective longitudinal study,bone resorption; dental implants; epidemiology; longitudinal studies; risk factors,JAN,2020,
"Periodontal disease, sleep duration, and white blood cell markers in the 2009 to 2014 National Health and Nutrition Examination Surveys",inflammation; leucocytes; periodontitis; sleep; surveys and questionnaires,MAY,2020,
"TLR4 mediates alveolar bone resorption in experimental peri-implantitis through regulation of CD45(+) cell infiltration, RANKL/OPG ratio, and inflammatory cytokine production",bone resorption; peri-implantitis; TLR4,MAY,2020,
The significance of surgically modifying soft tissue phenotype around fixed dental prostheses: An American Academy of Periodontology Best Evidence Review,dental implants; dental implantation; esthetics; gingival recession; peri-implantitis; systematic review,MAR,2020,
Guided tissue regeneration combined with bone allograft in infrabony defects: Clinical outcomes and assessment of prognostic factors,guided tissue regeneration; periodontitis; smoking; survival analysis,JUN,2020,
Effect of gingival augmentation procedure (free gingival graft) on reducing the risk of non-carious cervical lesions: A 25-to 30-year follow-up study,gingiva; gingival recession; oral surgical procedures; tooth root; transplants,NOV,2019,
The influence of tooth location on the outcomes of multiple adjacent gingival recessions treated with coronally advanced flap: A multicenter re-analysis study,dental esthetics; evidence-based dentistry; gingival recession; surgical flaps; tooth root,NOV,2019,
Anemia of inflammation associated with periodontitis: Analysis of two clinical studies,inflammation and innate immunity; periodontitis; periodontal medicine; periodontal-systemic disease interactions,NOV,2019,
"Incidence and severity of postoperative complications following oral, periodontal, and implant surgeries: A retrospective study",guided tissue regeneration; infection; oral surgery; pain; postoperative complications; sinus floor augmentation,NOV,2019,
Effect of smoking on the DNA methylation pattern of the SOCS1 promoter in epithelial cells from the saliva of patients with chronic periodontitis,chronic periodontitis; epigenomics; suppressor of cytokine signaling 1 protein; smoking,NOV,2019,
"Severe periodontitis may influence cementum and dental pulp through inflammation, oxidative stress, and apoptosis",apoptosis; cementum; dental pulp; inflammation; oxidative stress; periodontitis,NOV,2019,
Effects of omega-3 fatty acids and aspirin on Porphyromonas gingivalis-induced periodontitis in rats,anti-inflammatory agents; aspirin; omega-3; periodontitis; RAW264; 7 cells,NOV,2019,
"Apical stability of implants with progressive thread design in vitro, based on clinicians with different levels of experience",design; implant stability; stability,NOV,2019,
A new target to ameliorate the damage of periodontal disease: The role of transient receptor potential vanilloid type-1 in contrast to that of specific cannabinoid receptors in rats,anti-inflammatory agents; experimental periodontitis; cytokines; pathology-oral,NOV,2019,
Porphyromonas gingivalis lipopolysaccharide activates platelet Cdc42 and promotes platelet spreading and thrombosis,actin; periodontitis; platelets; thrombosis,NOV,2019,
In vitro beneficial effects of Streptococcus dentisani as potential oral probiotic for periodontal diseases,anti-inflammatory agents; bacterial adhesion; oral health; periodontal diseases; probiotics,NOV,2019,
Bone formation following sinus grafting with an alloplastic biphasic calcium phosphate in Lanyu Taiwanese mini-pigs,beta-tricalcium phosphate; bone and bones; sinus augmentation therapy; swine,JAN,2020,
Effects of a toothpaste containing 0.3% triclosan on periodontal parameters of subjects enrolled in a regular maintenance program: A secondary analysis of a 2-year randomized clinical trial,periodontal disease; periodontitis; toothpaste; triclosan,MAY,2020,
High glucose disrupts autophagy lysosomal pathway in gingival epithelial cells via ATP6V0C,chronic periodontitis; innate immunity; mouse Atp6v0c protein; type 2 diabetes mellitus,MAY,2020,
Poor oral hygiene is associated with the detection of obligate anaerobes in pneumonia,16S ribosomal RNA; community periodontal index of treatment needs; hyposalivation; oral hygiene index; tongue disease,JAN,2020,
CD147 self-regulates matrix metalloproteinase-2 release in gingival fibroblasts after coculturing with U937 monocytic cells,antigens; CD147; fibroblasts; matrix metalloproteinase 2; monocytes; U937 cells,MAY,2020,
Short-term effects of hyaluronic acid on the subgingival microbiome in peri-implantitis: A randomized controlled clinical trial,clinical trial; dental implants; hyaluronic acid; microbiota; peri-implantitis,JUN,2020,
Differential expression of inflammasome regulatory transcripts in periodontal disease,caspase activation and recruitment domains; inflammasomes; periodontal disease; pyrin domain; tripartite motif proteins,MAY,2020,
Hard and soft tissue evaluation of titanium dental implants and abutments with nanotubes in canines,dental implant abutment design; dental implant abutment interface; dental implant; nanotube,APR,2020,
Does the time-point of orthodontic space closure initiation after tooth extraction affect the incidence of gingival cleft development? A randomized controlled clinical trial,gingiva; gingival disease; orthodontic space closure; tooth extraction; tooth socket,MAY,2020,
Experimental periodontitis in Msx2 mutant mice induces alveolar bone necrosis,human; mice; Msx2; osteonecrosis; periodontitis,MAY,2020,
Subepithelial connective tissue graft with or without enamel matrix derivative for the treatment of multiple Class III-IV recessions in lower anterior teeth: A 3-year randomized clinical trial,enamel matrix proteins; gingival recession; keratinized tissue; pain level; periodontal plastic surgical flaps; root coverage,APR,2020,
Biologics-based regenerative technologies for periodontal soft tissue engineering,gingival recession; growth factors; periodontal; regeneration; soft tissue grafting; tissue engineering,FEB,2020,
The association between gingival recession and buccal bone at maxillary anterior teeth,alveolar process; cone-beam computed tomography; gingiva; gingival recession; periodontium,APR,2020,
Autogenous soft tissue grafting for periodontal and peri-implant plastic surgical reconstruction,autogenous grafts; autografts; dental implants; gingival recession; periodontal; soft palate; soft tissue grafting,JAN,2020,
Effects of topical application of 1% sodium alendronate gel in the surgical treatment of periodontal intrabony defects: A 6-month randomized controlled clinical trial,alendronate; bone regeneration; dental digital radiography; periodontitis,OCT,2019,
Periodontal inflammation is related to increased serum calcitonin gene-related peptide levels in patients with chronic migraine,calcitonin gene-related peptide; headache; inflammation; migraine disorders; periodontitis,OCT,2019,
Periodontitis and tooth loss have negative impact on dietary intake: A cross-sectional study with stable coronary artery disease patients,coronary artery disease; diet; dyslipidemia; periodontitis; tooth loss,OCT,2019,
The clinical efficacy of deproteinized bovine bone mineral with 10% collagen in conjunction with localized piezosurgical decortication enhanced orthodontics: A prospective observational study,bone graft(s); bone regeneration; malocclusion; orthodontics; periodontal surgery,OCT,2019,
Classification of facial peri-implant soft tissue dehiscence/deficiencies at single implant sites in the esthetic zone,buccal mucosa; classification; connective tissue; dental implant; esthetics; implant-supported dental prosthesis,OCT,2019,
A composite score to assess the burden of periodontal diseases and tooth loss,disease burden; periodontal disease; tooth loss,OCT,2019,
The association between stage-grade of periodontitis and sleep quality and oral health-related quality of life,oral health; periodontitis; quality of life; questionnaires; sleep,OCT,2019,
Oral cancer on the gingiva in patients with proliferative leukoplakia: A study of 30 cases,gingiva; oral squamous cell carcinoma; proliferative leukoplakia; proliferative verrucous leukoplakia,OCT,2019,
Identification of a novel salivary biomarker miR-143-3p for periodontal diagnosis: A proof of concept study,biomarkers; chronic periodontitis; high-throughput nucleotide sequencing; microRNAs; saliva,OCT,2019,
A peptide derived from rice inhibits alveolar bone resorption via suppression of inflammatory cytokine production,anti-inflammatory agents; interleukin-1beta; lipopolysaccharides; macrophages; periodontitis,OCT,2019,
Compressive force-induced autophagy in periodontal ligament cells downregulates osteoclastogenesis during tooth movement,bone regeneration; cell biology; cytokine(s); orthodontics; osteoclast(s); periodontal regeneration,OCT,2019,
"A disintegrin-like and metalloproteinase with thrombospondin-1 (ADAMTS-1) levels in gingival crevicular fluid correlate with vascular endothelial growth factor-A, hypoxia-inducible factor-1 alpha, and clinical parameters in patients with advanced periodontitis",ADAMTS; hypoxia-inducible factor-1 alpha (HIF-1 alpha); periodontal diseases; vascular endothelial growth factor (VEGF-A),OCT,2019,
Synergistic effects triggered by simultaneous Toll-like receptor-2 and-3 activation in human periodontal ligament stem cells,mesenchymal stem cells; periodontal ligament; Toll-like receptor 2; Toll-like receptor 3,OCT,2019,
Toll-like receptor-2 and-4 responses regulate neutrophil infiltration into the junctional epithelium and significantly contribute to the composition of the oral microbiota,alveolar bone loss; microbiota; neutrophils; oral health; periodontitis; toll-like receptors,OCT,2019,
2018 AAP ANNUAL MEETING AAP President's Address,,OCT,2019,
Using periodontal staging and grading system as a prognostic factor for future tooth loss: A long-term retrospective study,periodontitis; supportive periodontal maintenance therapy; tooth loss,APR,2020,
Association between periodontal status and non-alcoholic fatty liver disease in a Korean adult population: A nationwide cross-sectional study,epidemiologic study; KNHANSE; non-alcoholic fatty liver disease; periodontal pockets,APR,2020,
Living cell-based regenerative medicine technologies for periodontal soft tissue augmentation,gingival recession; periodontal; regenerative medicine; soft tissue grafting; tissue engineering; tissue scaffolds,FEB,2020,
The down-regulation of Notch 1 signaling contributes to the severity of bone loss in aggressive periodontitis,aggressive periodontitis; bone remodeling; gene expression; periodontitis,APR,2020,
Reduced enamel epithelium-derived cell niche in the junctional epithelium are maintained for a long time in mice,epithelium; gingiva; mice (transgenic); tooth eruption; transplantation,JUN,2020,
Orthodontic treatment in periodontal patients: The use of periodontal gold standards to overcome the grey zone,,APR,2020,
Twenty-year results after connective tissue grafts and guided tissue regeneration for root coverage,dental; esthetics; gingival recession; guided tissue regeneration; periodontal diseases; treatment outcome,MAR,2020,
Extracellular matrix-based scaffolding technologies for periodontal and peri-implant soft tissue regeneration,acellular dermal graft; collagen matrix; dental implant; gingival recession; soft tissue augmentation; soft tissue volume,JAN,2020,
Catechin ameliorates Porphyromonas gingivalis-induced inflammation via the regulation of TLR2/4 and inflammasome signaling,anti-inflammatory agents; inflammation; innate immunity; periodontitis,MAY,2020,
Platelet-rich fibrin suppresses in vitro osteoclastogenesis,alveolar ridge augmentation; bone resorption; osteoclasts; platelet-rich fibrin,MAR,2020,
Professional tooth cleaning prior non-surgical periodontal therapy: A randomized clinical trial,clinical variables; periodontitis; professional tooth cleaning; scaling and root planing; subgingival microorganisms,FEB,2020,
Characterization of juvenile spongiotic gingival hyperplasia as an entity of odontogenic origin,cytokeratin; gingival hyperplasia; junctional epithelium; odontogenic tumor,DEC,2019,
"Effects of smoking on non-surgical periodontal therapy in patients with periodontitis stage III or IV, and grade C",bacteria; cytokines; gingival crevicular fluid; periodontitis; smoking,APR,2020,
Platelet-rich fibrin elicits an anti-inflammatory response in macrophages in vitro,anti-inflammatory agents; arginase; blood platelets; cytokines; macrophages; platelet-rich fibrin,FEB,2020,
Post-surgical flap placement following osseous surgery: A short-term clinical evaluation,periodontal diseases; periodontal pocket; periodontics; periodontitis; surgical flaps,APR,2020,
Antimicrobial function of the polyunsaturated fatty acid KetoC in an experimental model of periodontitis,antimicrobial; fatty acid; periodontitis; Porphyromonas gingivalis,DEC,2019,
Downregulation of Linc-RNA activator of myogenesis LncRNA participates in FGF2 mediated-proliferation of human periodontal ligament stem cells,fibroblast growth factor 2; Linc-RAM lncRNA; periodontal ligament stem cells; periodontitis; proliferation,MAR,2020,
Comparison of yeasts species in the subgingival oral biofilm of individuals with type 2 diabetes and peri-implantitis and individuals with peri-implantitis without diabetes,alveolar bone loss; Candida; dental implants; hyperglycemia; inflammation; peri-implantitis,DEC,2019,
Quantitative tooth mobility evaluation based on intraoral scanner measurements,periodontal disease; precision medicine; quantitative evaluation; reliability of results; tooth mobility,FEB,2020,
The role of socioeconomic status and psychosocial factors on gingivitis in socially disadvantaged adolescents,gingivitis; psychosocial deprivation; socioeconomic factors,FEB,2020,
Levels of advanced glycation end products in gingival crevicular fluid of chronic periodontitis patients with and without type-2 diabetes mellitus,advanced glycation end products; chronic periodontitis; gingival crevicular fluid; inflammation; type 2 diabetes mellitus,MAR,2020,
Single-stage advanced versus rotated flaps in the treatment of gingival recessions: A 5-year longitudinal randomized clinical trial,gingival recession; mucogingival surgery; periodontal regeneration; surgical flaps,SEP,2019,
The effect of risk communication on periodontal treatment outcomes: A randomized controlled trial,behavioral science; clinical trial(s); public health; risk,SEP,2019,
Interest in orthodontic tooth alignment in adult patients affected by periodontitis: A questionnaire-based cross-sectional pilot study,adult; esthetics; orthodontics; periodontitis; quality of life; surveys and questionnaires,SEP,2019,
Impact of connective tissue graft thickness on surgical outcomes: A pilot randomized clinical trial,gingival recession; patient reported outcomes; randomized clinical trial; tissue grafts,SEP,2019,
Gingival crevicular fluid semaphorin 4D and peptidylarginine deiminase-2 levels in periodontal health and disease,gingival crevicular fluid; peptidylarginine deiminase; periodontal diseases; semaphorins,SEP,2019,
Prescribing trends of systemic antibiotics by periodontists in Australia,antibiotics; Australia; periodontists; prescription; systemic,SEP,2019,
"Production of interferon-gamma, interleukin-6, and interleukin-1 beta by human peripheral blood mononuclear cells stimulated with novel lys-gingipain synthetic peptides",cytokines; immunology; microbiology; periodontitis,SEP,2019,
